KIWAMI極口座, スタンダード口座, マイクロ口座, ゼロ口座
最低0.6pip・スワップフリー・手数料無し, レバレッジ1000倍・ボーナス発生口座, スタンダード口座と仕様が同じ・1lot＝1000通貨で取引座, レバレッジ500倍・ボーナス無し・手数料あり
