, 対応プラットフォーム
PC/Mac, PC対応MT4, Mac対応MT4, MT4 WebTrader, Mac対応MT4 WebTrader, PC対応MT5, Mac対応MT5, MT5 WebTrader
スマートフォン, iPhone対応MT4, Android対応MT4, iPhone対応MT5, Android対応MT5
タブレット, iPad対応MT4, Android対応MT4, iPad対応MT5, Android対応MT5
